Date,Valeur AEN
2025-02-01,11267.655765601035
2025-03-01,11637.429783633608
2025-04-01,11571.28293019082
2025-05-01,11649.430274562179
2025-06-01,11679.889427585265
2025-07-01,11608.604562454044
2025-08-01,11420.815829863357
2025-09-01,11169.239673449687
2025-10-01,11472.930007521985
2025-11-01,10865.916080276302
2025-12-01,11621.959929381517
